timestamp,ambient_temp,module_temp,irradiation,measured_dc1,measured_dc2,measured_dc3,measured_dc4,measured_dc5,measured_dc6,measured_dc7,measured_dc8,measured_dc9,measured_dc10,measured_dc11,measured_dc12,measured_dc13,measured_dc14,measured_dc15,measured_dc16,measured_dc17,measured_dc18,measured_dc19,measured_dc20,measured_dc21,measured_dc22
11,31.234,36.214,0.423145,5354.4318289376615,4597.964112869111,4598.487956140756,5780.939041079762,5290.56038931171,5248.053478312314,4729.558879986086,5097.278150951022,4781.907664016937,5185.963363672604,4463.645207154389,5278.1670203059075,5867.4462754549095,5335.615538936657,5993.556521038614,5677.97570567974,5622.162905984018,4677.4124489313635,5027.20433950266,4836.762605323287,5171.688543933356,4503.71863592616
12,27.89,28.765,0.564389,6606.904045826784,6993.861669202572,7350.560243578747,7327.127217755224,8921.66046994452,7980.077965223844,6961.447042551384,7451.474410685845,7278.990864403408,8168.133524540185,5037.766672134631,7334.656365193477,7685.033282729673,7787.8649100102475,8115.934624408795,8247.318745583889,8191.926065175928,7175.737625691298,7470.709195742976,7580.964328855656,7463.579980043582,7056.064850221044
13,30.456,43.987,0.589642,7860.576055652846,7530.690502947469,7340.728397792488,7596.467387546242,9153.660054319775,7419.031534316815,7110.7675605016175,7482.345464582982,7583.224593105078,7447.091580173694,7653.287396728145,7737.64661938424,7632.979866330741,7464.745200666722,7600.087061683386,7738.548952507366,7535.428889984022,7479.99739359519,8045.902568467754,7085.102370044863,7731.943280692219,6682.1876418677775
14,33.421,48.123,0.447816,5400.246216515532,5182.788863123219,4666.460254173276,5291.816819359717,6139.796809435238,5406.864050760305,4661.552007357216,5078.813660181129,5159.511968004479,5225.687913864808,5397.608403348733,5255.977207741067,5088.731680741575,5360.806570752689,5287.214978878832,5657.032822768251,5133.999811315212,4899.163893634767,4622.6168482567255,4803.734830723709,5043.3400656261665,4509.665356658528
15,29.745,39.432,0.632198,8482.182603094003,7583.736601121333,7981.81463974843,7555.334940729993,8373.228370473636,9248.812574569985,7338.129474468349,7860.494761066451,7563.60427407737,7764.5074794736565,7820.389711642511,8230.287562313903,8560.9501882446,8217.246319218419,8241.133684071825,8499.341641334111,8732.165421196454,8222.606982351124,8217.61263854172,8145.123062176912,8051.687817930539,7669.717468932537
16,28.234,46.567,0.775432,9181.918560242451,9702.9393862233,10274.855811934824,9818.483151109815,9773.108464453318,11411.94164401735,9438.488453404574,9615.479589733783,9830.8314714372,9725.896161089582,8307.599982873082,9691.115300952139,10268.240808236404,10465.373638930241,9771.033050267823,9507.707871770283,9801.421755373234,9795.624780616266,9932.45340213539,9726.049215262352,10310.448170373451,9282.146342147373
17,26.987,34.765,0.763548,-1227.6866954613356,9244.779610336924,9800.203017693151,9966.0755599649,9698.109043339067,11208.559854480403,9505.676665408035,9769.411933528889,9398.33528662755,9557.36504055211,1302.4725090734355,9393.445312850563,9536.609032405382,9685.545353527874,9693.102679529018,10073.35435042525,9676.016838359408,8599.750990434079,7980.809333692017,10205.542794608285,9834.187695359557,9378.56316349043
18,32.178,32.123,0.725893,8417.284555244,7042.8348067848665,7372.645851471691,7570.437769177954,8513.933706701811,8526.13584031937,8177.606577273858,8472.980601790883,7793.792233269331,8215.568385067663,7263.870284922085,7358.937403617195,8171.157103254006,8263.02593984754,8448.893418821817,9378.22408781746,8673.380413603527,7609.315063527849,7797.752115789069,8242.582479227214,8096.120944272189,7467.561226689769
19,29.563,49.654,0.695412,9477.554363067724,8522.84504949516,8580.541107682315,8975.802081094978,9100.106087821778,8738.864582331827,10055.34097089856,8802.863103609754,8667.250770033363,9086.576320754708,9472.38014115957,9023.862894776232,8825.989408710833,9482.5415990819,9161.384579694408,8805.167259393855,9089.631155553065,9183.255765134702,10031.99782028914,8628.871404303014,8944.28314381522,8292.50892590421
20,27.839,41.876,0.859134,-295.7501713632141,10294.143405743656,10497.666152633048,10405.231299915687,9965.071694069604,10766.675714461064,11029.27256676713,10074.131184299391,9974.961987665421,10713.515046973147,1885.5449577316556,9736.958051511356,10697.923421955396,10901.417469510685,11205.138655386721,9678.727460623053,10914.219728047428,8646.605097298834,8182.695643198209,10503.93644489373,10592.174347592434,9948.93905875643
21,30.987,45.234,0.825467,9477.892278693786,9368.440153168374,9167.23509105009,9339.645771148555,9848.042989420004,9757.679449621668,9587.485644582526,11099.163270247911,9081.079100057572,9226.615734005267,9910.362890456163,9410.467413147953,9760.581184391116,9999.166125970685,9949.933025960616,9815.56935439387,10343.61686911968,10558.94115103465,9980.393255584358,9493.292101136327,9489.787298738041,8853.92445011579
22,31.654,36.765,0.991234,5389.984721462394,9606.20502518848,10183.009038900522,10165.116449694697,10690.69784372034,10753.238502582088,9789.60942802528,11846.740902090487,9511.230246088584,9981.654049240205,6548.306436338197,9999.368592825065,10797.860591687273,10617.137490750538,10115.896270724987,11353.734205272505,11007.332050832201,10353.532405548107,9582.808498671191,11728.041325765187,10029.181100174963,9991.92655385439
23,32.456,52.432,0.978561,10538.995750129836,10274.877836073974,10801.130668896736,10799.857244392924,10829.13649304648,10676.18449417568,9946.518539431263,12460.424838448302,10355.812000205755,10439.094605629525,10750.169737149823,10952.83965716558,10866.477410502746,11423.677337349569,10507.842020172338,11177.217138215872,10801.698601567132,10939.310364563995,10570.88936898564,10550.6390796045,10939.314845528575,10110.93713086889
24,30.123,33.214,0.865124,4584.8557527994035,9064.68784031803,9813.429887650698,9251.569110568984,10220.33491640719,10412.741092473743,8532.213803241844,10180.795432950503,10479.958363350452,10157.217475852465,5086.335673396936,9250.065399414583,9379.356900954335,9724.78829614537,10249.743782510901,10835.466407456517,9974.994065968081,8977.642446247362,9440.355451312556,10099.886173083169,10032.734381953935,8769.040282870968
25,29.341,38.765,0.645981,8718.20578263806,7992.370781386539,7769.555471894466,8058.098781539405,8501.738679357983,8328.067375370641,8062.351176840779,8183.986066413699,8960.707454928313,8186.760306249418,7486.239527580548,8671.584369726237,8623.032589902043,8207.390446626281,8848.904874148215,8581.396748323968,8550.189996553114,8238.772776582684,8514.785780402734,8326.857520807353,8363.378313662048,7884.101898953247
26,28.932,40.432,0.789341,7424.00738980156,8964.794339372242,9224.174331343034,9624.911224574776,9784.05888582575,9499.78576281353,9624.496541201781,9736.002385687396,10301.398093846401,10012.646844373601,6953.2447791522445,9471.23407388532,9609.619222552401,9484.430436047005,9327.822803377523,9709.04178917877,10187.690189653245,9989.543395236158,9356.15551999188,9818.738141578717,9234.986901900409,9794.454845597278
27,32.542,44.987,0.672985,8328.004758629895,7509.768317470494,7702.543894208452,7897.707910530698,8100.276349925982,7722.195337799067,7444.591504129295,7711.7296161835775,7884.81608188003,8852.436555374215,7724.892910675803,7602.6139167109495,8036.777506180796,7823.240199937879,8427.893074919799,8352.889381140994,9188.97017022206,7672.075150290055,8113.572972676128,7654.918451116394,8134.141650881189,7123.446320710269
28,33.127,50.654,0.843214,9880.655206493373,8694.109521163504,9428.846739940363,9374.458388440062,9702.488503071183,9705.183771205353,9575.34469840293,9525.285096985455,9171.4064484613,10538.732141959588,9962.211632618155,9252.95113673648,10009.51689549096,9449.454938439501,10008.360759634525,10276.928384511595,9948.996666039306,10073.3664158393,9246.365474226568,9217.6681274804,9382.453194902426,8943.06869809694
29,29.754,39.123,0.431569,5649.227871605182,5461.28601997639,5307.626758966334,5791.736839861831,6147.984955448668,6024.12607964227,5040.629854052507,5615.138573181852,5532.894275639144,6591.67360456342,5335.536707818367,6107.337207516614,5882.352471823478,6034.791933557473,6016.063040791471,5876.470678605803,6094.976841303943,5809.762426550663,5552.569798306617,5697.354270379933,5507.989090965524,5006.218754965459
30,30.654,45.876,0.455621,5832.234597049299,5948.358768834219,5586.463508791749,6090.997059597184,6612.682109815674,5833.557074198097,5657.122166026239,5958.279334805923,5733.954865333537,5842.766174366352,6760.39833324144,6083.336166223991,6109.331638341285,6320.678113898768,6046.7414893352625,6331.652354083062,5779.603515503554,5525.682498144643,5567.622306688676,5827.993100621613,5665.135268437545,5391.947027186516
31,27.423,37.432,0.751234,2699.6978194776157,9487.923681149598,9419.119364066457,9484.222595311083,9851.102969891184,10064.973340131972,9228.071091021011,10000.260421492369,8943.968043645962,10434.955636797844,3715.5287567513274,9368.92957464699,9525.531291902367,9557.908244494498,9268.206984059967,9953.154570284893,9846.495764471074,8990.598998776672,8549.388257268638,9346.93104191814,9047.515767279141,8793.634661844819
32,28.981,35.123,0.635712,7997.686917515402,7499.973184435784,8216.173268511793,7938.859953212297,8540.954628436017,8203.281967920937,7698.474849719165,8149.7725605852065,8240.330055974371,7905.846229637348,7892.090784615614,7885.8186337875,8096.241364008359,7876.123467998271,8572.818624564725,9011.261468152941,8536.16612623941,8339.829759414175,8360.286676946766,7728.527629164582,8452.33852963088,7440.945598532422
33,30.214,50.987,0.708456,9317.185468970569,8839.867015855893,8434.280026635728,9175.143961653865,9625.48508960464,9349.192832543342,8523.904408841385,8951.931294501625,8747.651841970812,8882.058030775119,9832.791127671766,10038.824335651156,8992.564921360776,9273.710150785833,9059.20831212098,8935.283494336441,9085.736873688282,8830.542543131416,9094.40138177446,8674.664130407584,9365.775570356067,8412.295849027538
34,31.765,48.765,0.439124,5313.6929552399115,5376.148832926277,5280.581860736971,5227.095725955527,6201.421776388062,5200.75378195096,5053.295460724168,5592.16779164165,5318.333751176168,5864.206071913006,5682.915207932218,6457.711400538945,5268.264639688907,5547.385582950238,5403.232080418435,5757.140054894868,5452.026596027949,4988.458936521083,5316.143614102481,4979.360227824867,5279.950629909136,4939.146271282725
35,33.098,32.987,0.008124,105.73169429769132,34.229797214271876,110.73893077416705,80.48114717209444,59.65862699741123,-29.65257437703069,112.52928072020624,64.44112488914529,118.14326044398132,138.48688164203935,52.85478502201622,9.633315957257278,131.11949771166363,55.497273772893536,84.89877876229507,0.3598832451479963,21.56207117050785,-12.736098859448543,-41.711685239560296,101.3582177925008,-3.712020527263735,100.43276972401628
36,32.345,43.876,0.010239,111.5653662956759,339.0846393389647,123.66409388242172,206.6355723985761,224.59196729467655,62.33022556487027,5.854170084298464,160.79790233125127,142.90322349993875,141.4402482239927,97.02386059977528,31.44940677166177,80.7251034581531,45.0242979674747,224.63273482279342,316.33162269573415,-185.62654183955937,36.597913025420226,141.10346801690872,218.5403136960571,-61.504661530847955,89.07230071058201
37,27.987,49.432,0.014987,401.1186422819863,1012.9580518065882,142.32195384760112,327.00279201082344,536.2046794039944,369.9609790974487,69.43735947175688,368.6415261775802,452.64559757718325,312.968503389558,195.3922259721942,191.83831185529968,79.90668362131078,313.22306725474436,577.3670175067662,989.956799547238,-81.3485958263945,319.20008004155494,566.3754801824248,660.3911516490397,60.05837306538495,279.72302150308167
38,28.654,36.654,0.037891,237.4549623024398,371.7452808421917,152.17317453919216,241.35642143709615,265.44759471204026,218.29303326699832,184.731964419895,220.5884387698799,138.08497738371685,249.8243367392809,166.81058486692854,146.3135142088601,245.72473785530633,176.8781124264323,261.0534691804659,328.48001841459273,96.66716795163066,164.7676785835277,247.10941932551023,275.88715713499903,106.69480685900471,148.805089378715
39,31.456,41.987,0.082467,424.111697786495,651.6455908851207,338.06988240773046,477.97199542913245,493.22354442266413,416.32957702758733,366.3705149638427,489.266295592966,433.52167822694645,463.69201713950247,345.9113314024125,312.54291835556097,445.1095187149007,448.9883046335941,471.6369805826715,634.6373767126937,208.29350938030933,365.7464544944278,490.2056343508647,484.8205303079173,251.86085114923503,385.56174211729166
40,29.876,38.765,0.121234,692.2470463773851,895.2040518754033,533.4431908424147,698.4360262923898,781.2088801670623,623.2024223923805,915.7448299093248,1027.5864667207575,586.8226419487601,706.8361118859584,552.5651575681776,540.0096779233037,725.1837806216938,850.6475644907739,620.2732430056093,791.4955753386035,525.2802974465301,638.3072063524945,738.3175233304191,758.9037581155878,497.8324578992531,582.3126124552687
41,32.124,44.123,0.205789,1447.8882881752843,1877.0522190695494,1442.5703385412949,1579.3089351549977,1532.5581742746679,1249.9625140915673,1675.3941096082988,1983.2150756790104,1463.1368114031613,1376.146483534389,1799.3742653714626,1514.1158790622087,1365.0880924781006,1855.7610790361211,1199.0018271137837,1497.2153208476702,1155.850762846133,1299.205471977517,1450.0972672706007,1324.6053537484065,1200.3340912929011,1251.3997882331275
42,30.098,33.876,0.249875,2499.2797106300304,2537.966203773712,2463.9490352090174,3111.8103610873914,2614.622151733456,2950.9165033861423,2773.3229762427213,2774.88534890395,2391.47684043668,2513.953540455511,2316.315741799521,2971.4396255746474,3053.424659836252,3021.8216273053495,3528.795676074586,2782.7294804773073,3133.2322836437274,2357.256656526717,2389.3224605034056,2320.5528269169636,2367.6236643593766,2049.567326624195
43,26.987,47.432,0.330129,5277.454672981543,5666.465543330513,5406.077559972579,4976.131653506103,5598.95314663904,4959.692477546221,5418.275543979095,5202.841582435848,5097.252465217731,5573.21331773876,5971.1581420068715,5268.314316520572,5133.935674533882,5218.790251480883,5353.057630369469,5681.563555218452,4970.487693318014,4790.6524532603125,5832.478887832421,4872.536087571363,4090.0543434763927,5311.906601921818
44,29.523,50.987,0.392845,5685.1370901045075,5988.802652224232,5120.633646452957,5394.269824184823,6224.412235224526,5480.286851688166,5373.88762760456,5611.317670719417,5338.452543504917,5489.4225314175565,6021.961306659621,5739.871563945325,5183.08927916096,5588.001555132496,5718.700972974581,5983.312487277564,5201.344810520375,5064.359310060264,5508.753222507637,5305.9606568465515,4613.2998601276195,5533.557587965045
45,31.854,39.654,0.402341,5043.60560646243,4216.3833103913585,4503.9577213543025,4650.663967461466,4976.886306866873,5047.49506445362,4175.519420173826,4746.671474359639,4558.81110032791,4718.176835488612,4656.708376026735,4817.730100745886,5166.257901423015,4887.389990714524,5223.940278131448,5651.726613815124,4965.20012973701,4459.917548387196,4423.371098831395,4383.10951568477,4807.787364723273,3994.9917546519846
46,32.765,41.876,0.430124,5187.937694501192,4438.001212211661,4516.538490227902,5244.957132764493,5128.412743923833,4993.828663722807,4372.610496085966,4961.849693146878,4896.016670691602,4989.50630909465,4616.87624274074,4806.254930169848,5194.643754762632,5033.019149048942,5675.438023111502,6028.665110765527,5291.534518392914,4914.740076184575,4403.830929574309,4674.086298579057,5222.320306580376,4500.3951932289365
47,33.432,34.432,0.571894,6779.770918440204,5621.832589703058,5644.865112155106,5929.356818545956,6475.072873308853,6541.20257052867,5843.654364921355,6097.764140584978,5976.0382812489315,6342.1120602525025,5308.793090838174,6002.65637199717,6617.504346986905,6485.556116873234,7128.151391336692,8324.008331006535,7848.91454992658,6064.491447353666,5799.621057190728,6073.159099661709,6768.775775015791,5440.466385441752
48,27.645,35.987,0.598341,8111.335136131484,8181.298417040024,8186.005925064252,7766.315347406909,8550.051864978524,8453.095397734463,7838.9195858649555,8168.241645569299,7960.777694945901,8208.895275231633,7352.774251324477,7705.937258335103,7950.888291006122,8150.519537743927,8189.043234813906,8429.485224727541,9622.491806473787,7993.968179200967,7938.847942847804,8136.051734288067,7983.729844675949,7911.458897365259
49,29.987,46.123,0.459782,6492.459414938248,6046.704900830803,5843.094098557795,5759.792945790081,6660.912330414624,5846.841432270722,5971.8505484489715,6301.4418220077705,6087.856456547825,6641.85626073143,6292.528794368577,6352.3538390167405,6329.117976174502,6274.844062535942,6537.933783017138,6566.766906509164,7017.318470392345,6243.958106729267,6103.903388903962,6044.680800549941,5765.883934347951,5863.167827349889
50,28.654,48.432,0.645893,8920.511899471809,8673.335796019119,8916.127621245627,8742.549566285954,9009.676002161646,8374.360990060846,8388.642411755025,8361.891375476102,8640.53517671931,8522.517695747734,8702.861025233284,8382.053936199756,8360.65821094163,8540.317723382881,8264.434658469283,8997.163699960154,10034.255583591814,8678.58725856704,9759.66623999218,8366.32441949205,8240.38402282919,8198.772802422498
51,31.234,40.876,0.789124,9135.067339056,8738.044215762116,9088.817764372638,8640.890935983509,9633.90191961427,9591.593291077348,8423.279337197207,9177.11085709155,8503.053090081376,9657.91909681893,8434.654896978407,8929.085265224197,9010.905889731508,9052.924709042973,9575.84891336418,9740.079813205743,10123.019360114175,10457.553470574725,9106.737549950152,8756.118453105504,9316.351644985543,8232.585496855894
52,32.987,37.654,0.771234,8730.336613821844,7418.477272458234,7828.575601762188,8320.843041044127,8967.37265387744,8454.970035403605,8274.387452222296,8783.128677907347,8397.204034925728,8242.844036393031,7858.5451609257325,8237.242682503505,8820.036841536557,8959.40824861407,9240.236347564876,9767.748503391422,9107.185531043375,9578.754247043611,8562.899097113263,8570.7813886418,8676.872295522193,7833.939190534213
53,30.876,42.123,0.730945,9871.810395100221,8095.310223843041,8307.88943254878,8737.31364954486,9373.05780801828,8845.25595335642,8303.623997423825,8812.126414486958,8465.864144361994,8435.12533763672,8783.778798607113,8677.7568804082,8863.471097175689,8606.035411929173,8773.131947357339,9032.836449936789,8975.921848220103,9886.2995944621,9010.212624845055,8851.346095023704,8976.887325592164,8432.4290261485
54,29.654,33.987,0.702145,8618.536281528452,7947.16481783427,8049.1741341623965,7989.653352563516,8983.114213908308,8872.023209348408,8130.982025560479,8616.563511022285,8382.420270434273,8932.463934699426,7048.017168767854,7860.450041569445,8711.846048396486,8288.49828836322,9110.16411211033,9041.617096859425,9352.71660393369,8530.105995725655,9590.541577103188,8960.270803637426,8995.290636865493,7700.044353247736
55,28.432,44.654,0.861234,4143.510255477518,9870.968939767,10089.45666190729,10098.03325114349,9655.25826464801,10347.952093982716,9985.011780481016,10427.510467182654,9455.856474537624,9969.532672333364,4484.862893609546,10773.095379808085,10039.514827150211,10836.857111011892,9876.470982996352,9934.956541715079,10682.167313835555,9686.226807891531,10496.898526320963,10508.020964789734,10194.803618245793,9692.286758072129
56,30.765,39.765,0.835456,9379.639751378441,8851.797409805236,9350.29160835277,9226.670484871076,10909.466953224504,9481.268389819314,8994.866373694054,9952.364709612615,9098.32796645364,9284.880442707139,8705.130506024227,9359.148314838932,10036.485539561001,9921.83306210438,9950.430523687506,10211.024039342456,10095.77093139812,9881.32702386439,10480.664964603167,9954.314396161357,9812.202770749165,8760.469576269592
57,31.345,46.432,0.994512,9903.109796996901,10071.211763572377,10683.975172570828,11200.47323930541,10924.125390384877,11413.967353410377,10467.239076123586,10753.934870511968,10434.903518777599,10502.45985128106,9719.633929767606,10142.164719238881,11743.623865833073,10901.256109517939,10521.975026132519,10643.318035896533,10959.85650105976,10441.45032834791,9981.357371632546,12243.232471606872,10499.735160792663,10001.132209478938
58,29.987,51.123,0.982134,8337.14880836766,10750.61851796382,10730.976161407678,10493.165502600397,10954.891005605656,11091.904006908346,10292.734369367725,11586.264087745973,11312.595912812645,10727.44067660792,8025.717000348803,11157.946533925908,10821.499876660948,10951.665329344905,10751.75626149866,10180.863243736412,11548.850546885036,10828.076679812693,10247.45164776328,12334.693477423252,10719.598821647462,10661.8518328189
59,30.876,38.987,0.872398,8579.55113262554,9578.783235860585,9671.604545630618,9659.08014822005,9786.48705815034,9817.45612495572,9554.466258364548,9965.381020669993,9204.328821110586,9736.61424609177,8013.882172994086,9201.191420691788,9757.119736990633,10352.394396204072,10075.079004069827,10380.1599842402,10606.66534259578,9857.597305710518,9051.02737106323,11313.426431097614,9597.989242298478,9202.853229315
60,31.452,49.432,0.655943,8503.209236088565,8050.338753978648,7936.7491777289415,8173.2529686887265,8821.062655969496,8355.089126597028,7995.361281518602,7885.190127833928,7833.393232145665,8709.542049757683,8725.962308023072,7899.652899182762,7796.07052704012,8415.9121692825,8319.27176889968,8648.407968890615,8601.68831943497,8249.555006676068,8145.294047425654,8054.955273136083,9152.408765276326,7626.505187546988
61,28.984,40.654,0.795467,7388.364582898918,9241.662247476326,9813.53694468868,10387.076781687918,9558.24428956226,10289.198163528512,9657.081217628234,9596.9493396882,9244.900717714789,9991.188554566335,6950.493693315322,9468.781016104089,9383.419160040648,9531.301321805651,9819.935905160304,10270.568970870061,9762.231840108736,9684.618612034275,9672.430422102449,9577.64544312843,10930.61712637866,8796.309303572361
62,30.567,45.765,0.689124,8707.914942424168,8117.115066073883,8520.27109900466,9119.949318155872,8832.525396833136,8950.528574887212,7960.7327492411005,8172.56054513801,7924.298058685311,8522.034449583492,8771.856766594241,8557.826685575583,8596.681425638471,8401.654493252805,8602.747544306807,8743.931197034617,9106.653917545564,8313.937035990995,8646.193888533538,8206.259843078686,9630.403150158465,7647.304358067885
63,32.458,35.876,0.849823,9543.180232446373,8257.637079972339,9085.926551519988,8993.884107360735,10617.325524047801,9748.681832156291,8317.213698226939,9087.762816870962,8517.661634467511,9253.566577869271,8096.3043834261425,8609.243734112977,9707.939493888345,9544.740134840338,9363.015212082702,10312.910538668706,10057.823511096396,8970.775495200895,9185.182408865672,9101.023528589858,9397.664221782958,9735.883091212463
64,27.908,42.123,0.440912,6511.699411047409,6330.022581793241,6091.211895829669,5988.022240210516,6623.856726985232,6690.658510441986,6455.021365444398,6446.362959106095,6265.386104172082,7145.637589835996,6369.973799791112,6238.806897392925,6155.992660690795,6297.041707492154,6721.9314044485745,6879.917904529244,6597.483122137172,6566.913150442828,6653.517791492074,6219.3478713746335,6285.742584942169,6883.3684334267045
65,30.123,38.654,0.467891,6180.581903035795,5640.798586708277,5404.175338544649,6101.577437246415,6271.984891795893,6000.763341404197,6019.994617924505,6175.385763444863,5916.673350169955,6306.084877860739,5528.824571738283,6144.640950665744,6424.935037182847,6324.004788206775,6471.730730352621,6814.852995845699,6259.180474125722,6044.437961435552,5631.618531763359,5967.6006863668135,6209.461593285803,6206.022464211256
66,32.765,36.987,0.763245,10018.201830711208,7486.006780507406,7834.601724855568,7877.871647837899,8881.748390924477,8373.844047778874,7954.279462526364,8764.16638303555,8079.359690794446,8741.659094641896,8420.165884045124,7693.7804681827265,8429.506757546395,8916.03017162659,9312.281537571862,10049.827408441472,8837.189553300219,8673.369119487445,8534.374424419253,8298.618971376449,8380.9383512902,8071.272273148543
67,29.467,44.123,0.642987,9677.584180095262,8422.477202976375,8058.8678973713195,8073.367977678412,8736.611652976913,8194.103672345767,7758.215817712308,7958.837834533385,8326.75570363287,8115.414647618953,8191.558776766811,8389.318593412476,8494.349230386428,8474.364195848168,8789.416366811307,8938.219661239676,8577.54999488068,9016.77637698225,8439.748557315284,8435.290205751622,8304.524525235902,7928.359265672284
68,26.984,50.876,0.715432,9865.63023226327,10140.858310190337,9451.803058438492,9923.348629698203,9471.94177776154,10068.765159524168,9408.440132294241,10381.980166756774,9424.642120762368,9871.21697026909,8545.046370141607,9571.283443785907,10061.420896559128,10158.152708174803,9131.76450271535,8747.393546418565,9577.822600914264,8777.735086668332,8343.78852657807,9339.612648724053,9660.366198440031,9820.676624590184
69,29.765,41.987,0.445673,5833.37729728014,6667.461503756385,5391.881898252551,5883.066982013009,6293.613803002278,5924.674760945957,5727.393682148085,5640.81203531349,5731.0631630889475,6036.331305319894,5839.626182230091,6222.240960576553,6151.860146524696,6232.262624507635,6260.731042084894,6105.442715603762,5900.267884292971,6179.533735949213,5869.7535075267515,5567.557182803232,6011.748098395137,5280.292614088044
