timestamp,ambient_temp,module_temp,irradiation,measured_dc1,measured_dc2,measured_dc3,measured_dc4,measured_dc5,measured_dc6,measured_dc7,measured_dc8,measured_dc9,measured_dc10,measured_dc11,measured_dc12,measured_dc13,measured_dc14,measured_dc15,measured_dc16,measured_dc17,measured_dc18,measured_dc19,measured_dc20,measured_dc21,measured_dc22
11,31.234,36.214,0.423145,108.68499755859375,90.43499755859375,97.41300201416016,88.41400146484375,82.13300323486328,85.5270004272461,94.16600036621094,103.04199981689453,89.4280014038086,116.13099670410156,85.23500061035156,98.86599731445312,93.44100189208984,101.35600280761719,90.70999908447266,123.38200378417969,87.26599884033203,101.1969985961914,77.197998046875,81.54900360107422,91.84100341796875,81.59100341796875
12,27.89,28.765,0.564389,116.90699768066406,101.46499633789062,121.33999633789062,110.67900085449219,92.822998046875,95.89800262451172,112.80500030517578,115.43000030517578,104.1760025024414,139.09300231933594,97.51000213623047,106.21399688720703,109.59700012207031,123.14199829101562,96.36699676513672,140.1529998779297,98.96399688720703,126.30999755859375,93.5469970703125,95.16799926757812,105.29399871826172,87.64800262451172
13,30.456,43.987,0.589642,134.66900634765625,107.50499725341797,130.55599975585938,115.69200134277344,95.85700225830078,105.01599884033203,120.5790023803711,114.93399810791016,104.5469970703125,148.33900451660156,101.84600067138672,122.91000366210938,119.71800231933594,125.33499908447266,106.63800048828125,141.33299255371094,98.78900146484375,125.75900268554688,100.2249984741211,102.45800018310547,108.33999633789062,97.11900329589844
14,33.421,48.123,0.447816,111.89299774169922,96.47699737548828,107.37899780273438,101.11399841308594,93.1240005493164,93.89099884033203,106.24700164794922,109.27200317382812,94.10600280761719,121.62000274658203,88.51599884033203,107.24700164794922,103.94499969482422,104.59400177001953,90.99600219726562,123.33599853515625,85.76499938964844,107.89800262451172,84.2959976196289,89.28399658203125,97.24099731445312,91.37899780273438
15,29.745,39.432,0.632198,166.83289600118707,95.67007667995402,75.30361990190902,170.69959525685022,88.02778929071107,164.20050885902216,185.89769189995835,133.7169158161039,78.76827355268986,144.54759054642147,138.41354408816792,116.44951633263338,68.16280870792382,93.81514673472525,119.73325886456706,125.35065130744935,105.45499319391126,93.85560216202325,49.43966887452048,96.89297667433475,130.94933644403505,66.7577728075738
16,28.234,46.567,0.775432,145.9770050048828,128.16799926757812,153.3249969482422,129.62100219726562,105.7040023803711,117.6719970703125,133.375,142.40699768066406,123.40399932861328,170.1009979248047,114.04399871826172,136.78900146484375,132.88299560546875,147.1840057373047,119.72699737548828,161.70700073242188,114.89800262451172,140.45199584960938,107.33100128173828,114.60600280761719,127.6520004272461,118.00900268554688
17,26.987,34.765,0.763548,136.58799743652344,117.34500122070312,144.88099670410156,119.1510009765625,104.70500183105469,122.05400085449219,134.90699768066406,134.0500030517578,120.3949966430664,176.32200622558594,112.5479965209961,140.87399291992188,138.81700134277344,138.447998046875,117.40399932861328,154.95399475097656,121.56300354003906,138.8159942626953,105.20500183105469,113.35299682617188,121.90299987792969,105.80599975585938
18,32.178,32.123,0.725893,142.98399353027344,118.94400024414062,135.5399932861328,120.86100006103516,103.78800201416016,117.43399810791016,119.8489990234375,129.5189971923828,111.7020034790039,161.68699645996094,109.97799682617188,133.74400329589844,124.37200164794922,129.00999450683594,114.27100372314453,148.3070068359375,118.59700012207031,137.3780059814453,106.572998046875,113.16799926757812,121.15899658203125,105.51100158691406
19,29.563,49.654,0.695412,138.77699279785156,123.40499877929688,136.927001953125,120.18499755859375,101.72699737548828,115.9990005493164,134.0030059814453,126.03299713134766,124.48699951171875,161.53799438476562,113.07599639892578,139.3990020751953,130.03599548339844,136.33399963378906,113.41799926757812,144.1269989013672,116.34100341796875,143.7989959716797,104.12300109863281,104.93599700927734,111.04399871826172,108.1780014038086
20,27.839,41.876,0.859134,157.33200073242188,128.8000030517578,161.27999877929688,132.44700622558594,108.1989974975586,125.65399932861328,146.4510040283203,148.21400451660156,127.91100311279297,184.10899353027344,112.23300170898438,154.08799743652344,137.4219970703125,153.9290008544922,127.71199798583984,160.16900634765625,124.23999786376953,155.67100524902344,116.88500213623047,122.09400177001953,128.88800048828125,120.90899658203125
21,30.987,45.234,0.825467,148.39999389648438,126.3499984741211,154.1510009765625,125.99099731445312,114.45899963378906,120.36299896240234,142.0290069580078,149.33200073242188,131.41700744628906,185.93099975585938,112.30400085449219,150.60899353027344,139.66099548339844,144.91900634765625,127.2760009765625,159.60499572753906,120.69200134277344,154.27999877929688,109.81300354003906,120.98799896240234,132.58200073242188,115.28600311279297
22,31.654,36.765,0.991234,153.26100158691406,139.00799560546875,171.48699951171875,132.99000549316406,116.7249984741211,131.08900451660156,150.48399353027344,148.6719970703125,136.1820068359375,191.48500061035156,116.26200103759766,161.94500732421875,153.29600524902344,156.41299438476562,130.88900756835938,174.5279998779297,137.156005859375,159.72999572753906,111.23200225830078,129.8800048828125,137.22999572753906,124.63899993896484
23,32.456,52.432,0.978561,174.57899475097656,150.06700134277344,183.343994140625,146.6699981689453,119.23400115966797,130.22999572753906,152.56100463867188,156.906005859375,148.53399658203125,189.9980010986328,133.13699340820312,158.66200256347656,152.8459930419922,155.53900146484375,136.0749969482422,169.00599670410156,140.97300720214844,162.65699768066406,118.16899871826172,136.50599670410156,144.93800354003906,129.406005859375
24,30.123,33.214,0.865124,151.05499267578125,122.97200012207031,155.45799255371094,132.968994140625,108.33499908447266,127.10199737548828,141.25999450683594,136.16700744628906,129.72999572753906,175.38400268554688,108.06099700927734,138.60899353027344,147.41299438476562,138.38600158691406,123.3550033569336,161.43299865722656,127.38700103759766,151.68600463867188,106.63999938964844,118.58399963378906,122.4990005493164,112.27100372314453
25,29.341,38.765,0.645981,134.35699462890625,110.75800323486328,130.14199829101562,114.39199829101562,100.45500183105469,112.13500213623047,119.23400115966797,120.78700256347656,107.6989974975586,158.7169952392578,105.43800354003906,130.44400024414062,123.9219970703125,125.68299865722656,107.45099639892578,138.01800537109375,106.46499633789062,138.4429931640625,100.97899627685547,108.10099792480469,106.18399810791016,99.58899688720703
26,28.932,40.432,0.789341,142.71600341796875,122.35700225830078,158.052001953125,124.95999908447266,109.06600189208984,119.52400207519531,127.84400177001953,143.38999938964844,121.3219985961914,180.50399780273438,114.36399841308594,138.74000549316406,135.2790069580078,135.8209991455078,121.1719970703125,159.89100646972656,115.79199981689453,145.4250030517578,109.03700256347656,110.66400146484375,120.56999969482422,108.82499694824219
27,32.542,44.987,0.672985,137.50100708007812,120.54900360107422,132.71600341796875,112.73500061035156,105.44499969482422,115.14800262451172,119.96900177001953,124.87100219726562,120.70999908447266,164.66299438476562,107.8740005493164,125.68900299072266,128.69700622558594,127.322998046875,116.69999694824219,142.19500732421875,107.53199768066406,136.697998046875,99.9520034790039,111.08699798583984,116.95600128173828,110.31400299072266
28,33.127,50.654,0.843214,153.3560028076172,127.2490005493164,163.8939971923828,136.61700439453125,119.6760025024414,123.2249984741211,141.87100219726562,145.02699279785156,127.58000183105469,187.76300048828125,122.82099914550781,156.44200134277344,143.1909942626953,156.7030029296875,124.23300170898438,167.4290008544922,126.7490005493164,156.7570037841797,110.05799865722656,116.98400115966797,132.3179931640625,127.25599670410156
29,29.754,39.123,0.431569,108.90399932861328,88.7969970703125,101.28700256347656,92.1780014038086,83.4000015258789,89.8489990234375,98.5530014038086,105.86699676513672,91.45999908447266,127.56800079345703,92.79100036621094,96.28099822998047,98.3550033569336,105.59300231933594,88.58899688720703,123.01399993896484,86.36799621582031,98.79199981689453,83.52200317382812,83.73200225830078,86.4800033569336,84.31099700927734
30,30.654,45.876,0.455621,113.3219985961914,91.10600280761719,107.22200012207031,96.09500122070312,88.8550033569336,89.08999633789062,107.46600341796875,101.86100006103516,101.02300262451172,130.29800415039062,93.15299987792969,104.72699737548828,100.32099914550781,100.33100128173828,93.60099792480469,134.4929962158203,90.23400115966797,109.99199676513672,85.3479995727539,90.41000366210938,91.39600372314453,89.625
31,27.423,37.432,0.751234,139.92999267578125,123.18000030517578,142.5540008544922,126.6520004272461,102.03199768066406,121.4749984741211,132.58999633789062,132.2949981689453,120.7969970703125,171.08999633789062,107.43000030517578,141.4770050048828,133.20399475097656,142.69200134277344,121.84100341796875,145.9219970703125,115.46299743652344,138.375,105.0,114.32599639892578,123.70700073242188,105.21499633789062
32,28.981,35.123,0.635712,129.9709930419922,110.56300354003906,126.84200286865234,112.81199645996094,103.76000213623047,111.13300323486328,117.55999755859375,124.68599700927734,104.97899627685547,150.1649932861328,102.1760025024414,120.54199981689453,120.85399627685547,125.83399963378906,107.95500183105469,149.5760040283203,109.28199768066406,131.20799255371094,103.10900115966797,100.55500030517578,106.37000274658203,95.072998046875
33,30.214,50.987,0.708456,148.7989959716797,121.30000305175781,150.34500122070312,127.4280014038086,107.5999984741211,115.61499786376953,132.75599670410156,128.91900634765625,120.4209976196289,160.67300415039062,114.33200073242188,134.7209930419922,138.4770050048828,137.85000610351562,119.88700103759766,151.96099853515625,113.12799835205078,138.56300354003906,104.91600036621094,112.65899658203125,113.30500030517578,107.71900177001953
34,31.765,48.765,0.439124,118.19000244140625,89.77999877929688,112.052001953125,95.6719970703125,87.20099639892578,91.55799865722656,99.93099975585938,109.37899780273438,101.8280029296875,122.25299835205078,94.58799743652344,104.2959976196289,103.84700012207031,97.96600341796875,91.15399932861328,130.06900024414062,85.4280014038086,100.03600311279297,85.08100128173828,84.41699981689453,91.0270004272461,91.6780014038086
35,33.098,32.987,0.008124,60.220001220703125,46.119998931884766,47.196998596191406,47.939998626708984,51.47999954223633,49.257999420166016,51.441001892089844,53.62900161743164,51.97200012207031,60.75600051879883,53.03200149536133,51.145999908447266,48.034000396728516,56.86899948120117,49.29399871826172,77.99700164794922,48.584999084472656,46.97100067138672,44.85900115966797,45.553001403808594,52.395999908447266,42.189998626708984
36,32.345,43.876,0.010239,69.6989974975586,56.150001525878906,52.24700164794922,54.446998596191406,57.7140007019043,53.33399963378906,57.75400161743164,54.02899932861328,62.862998962402344,67.96900177001953,57.117000579833984,56.54800033569336,52.382999420166016,57.30099868774414,54.520999908447266,78.2040023803711,51.40299987792969,47.09600067138672,47.95399856567383,50.27899932861328,55.487998962402344,49.92499923706055
37,27.987,49.432,0.014987,71.79199981689453,59.722999572753906,61.78799819946289,57.25199890136719,59.108001708984375,61.180999755859375,67.5270004272461,62.46799850463867,64.15399932861328,70.05699920654297,58.64899826049805,62.66299819946289,58.38399887084961,63.095001220703125,57.332000732421875,81.76899719238281,52.90700149536133,51.1609992980957,50.09000015258789,56.4119987487793,56.63999938964844,51.03799819946289
38,28.654,36.654,0.037891,66.40399932861328,55.30799865722656,54.26100158691406,55.84400177001953,56.20100021362305,53.2400016784668,58.3650016784668,55.90399932861328,56.15800094604492,62.75899887084961,54.65599822998047,54.68199920654297,50.43600082397461,59.01599884033203,53.20500183105469,77.9280014038086,52.39799880981445,50.402000427246094,48.729000091552734,51.638999938964844,53.665000915527344,47.15599822998047
39,31.456,41.987,0.082467,78.68099975585938,59.50600051879883,61.76499938964844,58.61399841308594,60.23099899291992,58.84199905395508,67.96700286865234,66.61499786376953,66.75,67.98100280761719,62.83599853515625,64.68699645996094,61.28200149536133,62.159000396728516,57.86000061035156,90.5479965209961,52.7400016784668,56.66299819946289,49.400001525878906,57.624000549316406,57.7599983215332,51.11800003051758
40,29.876,38.765,0.121234,75.2979965209961,61.34400177001953,61.308998107910156,62.257999420166016,61.05400085449219,58.051998138427734,69.88999938964844,65.8759994506836,66.73500061035156,73.18299865722656,64.2959976196289,67.37300109863281,61.32699966430664,63.14699935913086,60.736000061035156,90.90799713134766,58.98699951171875,60.847999572753906,53.952999114990234,56.82099914550781,59.2239990234375,58.152000427246094
41,32.124,44.123,0.205789,85.09200286865234,68.76599884033203,73.90599822998047,72.4540023803711,70.17500305175781,71.65599822998047,80.85399627685547,81.56900024414062,73.01599884033203,86.91400146484375,75.74199676513672,75.34600067138672,69.05000305175781,76.18499755859375,70.46700286865234,96.67500305175781,60.18299865722656,68.10800170898438,62.60599899291992,64.73200225830078,67.13300323486328,65.48500061035156
42,30.098,33.876,0.249875,92.86299896240234,69.26699829101562,77.88700103759766,73.45800018310547,68.49500274658203,70.30899810791016,81.21099853515625,79.59600067138672,75.87899780273438,86.52300262451172,71.66999816894531,71.80500030517578,71.69200134277344,75.20600128173828,68.01499938964844,103.75499725341797,65.57499694824219,75.56300354003906,60.275001525878906,67.79100036621094,70.31900024414062,63.76599884033203
43,26.987,47.432,0.330129,108.15399932861328,85.61299896240234,91.84600067138672,87.20899963378906,86.20500183105469,82.38700103759766,98.59200286865234,90.46900177001953,93.23799896240234,108.77799987792969,80.83899688720703,93.24800109863281,92.88500213623047,89.05500030517578,83.90599822998047,116.9749984741211,74.91100311279297,92.87999725341797,71.46199798583984,76.13300323486328,80.80400085449219,77.68900299072266
44,29.523,50.987,0.392845,114.43199920654297,90.08899688720703,98.87799835205078,89.98999786376953,88.71900177001953,85.13099670410156,103.27799987792969,100.92500305175781,92.91000366210938,122.90599822998047,94.10800170898438,102.20899963378906,100.06199645996094,99.60099792480469,85.91699981689453,127.91300201416016,82.73200225830078,100.47100067138672,81.78500366210938,81.73100280761719,85.697998046875,82.96099853515625
45,31.854,39.654,0.402341,104.34100341796875,82.15899658203125,98.2760009765625,90.23500061035156,87.07499694824219,87.4489974975586,95.7249984741211,93.61299896240234,88.2239990234375,115.73300170898438,87.0979995727539,90.02400207519531,88.5459976196289,95.21700286865234,88.53800201416016,124.66200256347656,80.94999694824219,99.74800109863281,74.73400115966797,83.30699920654297,90.77799987792969,78.72799682617188
46,32.765,41.876,0.430124,107.86499786376953,90.28299713134766,101.91000366210938,90.61799621582031,84.65399932861328,89.00599670410156,93.88200378417969,101.48200225830078,91.47799682617188,125.1510009765625,88.46299743652344,99.50399780273438,93.56700134277344,95.91500091552734,85.24400329589844,124.22799682617188,87.97100067138672,102.63800048828125,81.9520034790039,85.33799743652344,88.52799987792969,81.21199798583984
47,33.432,34.432,0.571894,123.90699768066406,105.39399719238281,123.11499786376953,109.61699676513672,93.73799896240234,102.44400024414062,114.12799835205078,115.37300109863281,105.96499633789062,145.74099731445312,98.30699920654297,113.58100128173828,105.73999786376953,120.2750015258789,95.41100311279297,130.40699768066406,102.10099792480469,127.99800109863281,89.37899780273438,89.58699798583984,107.5719985961914,93.2979965209961
48,27.645,35.987,0.598341,134.38499450683594,103.29499816894531,123.67900085449219,108.64600372314453,93.64700317382812,109.87799835205078,117.75499725341797,115.82099914550781,101.65899658203125,154.57899475097656,102.447998046875,118.62300109863281,111.73300170898438,119.05899810791016,98.20899963378906,145.96299743652344,99.93399810791016,128.7729949951172,97.12200164794922,101.572998046875,111.81400299072266,96.98699951171875
49,29.987,46.123,0.459782,124.61100006103516,93.23400115966797,110.4469985961914,99.10099792480469,92.16400146484375,89.16999816894531,102.64900207519531,106.47599792480469,102.91500091552734,131.83599853515625,97.84300231933594,107.69000244140625,103.47200012207031,106.71900177001953,94.08100128173828,133.1790008544922,92.07499694824219,111.29299926757812,80.19499969482422,84.18199920654297,95.94300079345703,92.38099670410156
50,28.654,48.432,0.645893,138.22300720214844,117.97000122070312,139.375,121.08499908447266,107.21700286865234,108.95600128173828,124.08000183105469,121.9520034790039,110.6050033569336,156.0290069580078,106.8550033569336,123.67400360107422,124.51899719238281,134.27699279785156,113.5530014038086,142.10899353027344,108.52200317382812,133.3730010986328,99.33599853515625,103.89199829101562,117.06700134277344,103.04499816894531
51,31.234,40.876,0.789124,144.93899536132812,127.53500366210938,148.71200561523438,132.59100341796875,106.46499633789062,125.95899963378906,140.4459991455078,134.8070068359375,121.91200256347656,177.1959991455078,117.08300018310547,145.14599609375,142.7259979248047,142.69900512695312,120.26100158691406,159.84300231933594,124.5469970703125,147.24099731445312,105.99400329589844,111.27400207519531,124.93399810791016,117.88200378417969
52,32.987,37.654,0.771234,143.09300231933594,126.19100189208984,141.37899780273438,121.81700134277344,104.55500030517578,124.04399871826172,124.61699676513672,139.88099670410156,119.76899719238281,178.70199584960938,110.2490005493164,143.1439971923828,141.86599731445312,142.36599731445312,113.88200378417969,152.13900756835938,123.87000274658203,142.1699981689453,110.20999908447266,115.52200317382812,118.29299926757812,111.625
53,30.876,42.123,0.730945,145.7969970703125,115.35700225830078,138.4010009765625,123.31300354003906,104.66799926757812,119.16600036621094,126.09400177001953,137.7100067138672,123.11299896240234,165.9510040283203,106.81900024414062,140.8820037841797,138.08700561523438,138.42599487304688,118.94200134277344,157.56100463867188,113.63400268554688,149.99200439453125,108.24700164794922,114.51100158691406,118.45500183105469,112.68900299072266
54,29.654,33.987,0.702145,131.67599487304688,121.22599792480469,132.22799682617188,119.31800079345703,105.43599700927734,115.93000030517578,127.11000061035156,124.13999938964844,111.36100006103516,164.17100524902344,107.71499633789062,134.7830047607422,126.40299987792969,134.5469970703125,108.67500305175781,144.7100067138672,113.8550033569336,142.43699645996094,102.66799926757812,109.26699829101562,117.41600036621094,100.58799743652344
55,28.432,44.654,0.861234,150.8280029296875,132.24000549316406,161.26499938964844,129.1439971923828,118.92400360107422,120.48799896240234,140.05599975585938,148.75799560546875,125.26000213623047,173.69400024414062,113.0260009765625,154.4739990234375,150.58299255371094,155.19500732421875,128.99200439453125,155.73399353027344,131.99400329589844,149.96800231933594,116.19100189208984,126.86900329589844,130.4040069580078,121.41799926757812
56,30.765,39.765,0.835456,148.4409942626953,127.92900085449219,155.77000427246094,134.6300048828125,107.60800170898438,118.64700317382812,137.5189971923828,137.79400634765625,128.26699829101562,179.75,118.85399627685547,140.3820037841797,138.43800354003906,146.23300170898438,129.0500030517578,159.3000030517578,120.82099914550781,145.21200561523438,116.33999633789062,115.22599792480469,129.6959991455078,118.66999816894531
57,31.345,46.432,0.994512,170.29100036621094,139.93600463867188,176.0050048828125,149.1699981689453,120.00900268554688,132.1790008544922,150.27999877929688,152.58399963378906,140.93699645996094,196.48300170898438,125.16300201416016,163.14999389648438,153.21800231933594,164.5469970703125,142.90199279785156,174.947998046875,132.46800231933594,164.83299255371094,124.52300262451172,138.7989959716797,143.82899475097656,129.26800537109375
58,29.987,51.123,0.982134,165.3990020751953,141.75900268554688,182.552001953125,140.10899353027344,118.23100280761719,132.7030029296875,157.44400024414062,149.29400634765625,137.7030029296875,200.12899780273438,123.13600158691406,163.48199462890625,155.70899963378906,159.92300415039062,139.781005859375,174.27499389648438,130.96800231933594,159.6820068359375,126.13400268554688,138.33099365234375,145.35400390625,134.3090057373047
59,30.876,38.987,0.872398,155.09300231933594,124.37000274658203,164.3820037841797,135.9029998779297,110.63800048828125,130.45399475097656,139.96299743652344,148.5030059814453,126.39900207519531,179.56399536132812,118.7239990234375,142.1230010986328,143.07699584960938,149.37600708007812,132.80299377441406,169.68800354003906,123.93299865722656,145.07200622558594,111.89900207519531,115.85099792480469,125.322998046875,116.72000122070312
60,31.452,49.432,0.655943,135.47000122070312,118.66999816894531,132.91799926757812,119.80599975585938,102.79100036621094,112.61000061035156,121.72000122070312,133.85800170898438,118.08999633789062,166.0290069580078,109.8010025024414,127.74199676513672,119.41600036621094,135.75399780273438,109.51000213623047,154.93600463867188,103.6510009765625,140.7519989013672,96.26100158691406,103.87699890136719,111.66999816894531,112.79499816894531
61,28.984,40.654,0.795467,147.61500549316406,129.5919952392578,154.0489959716797,124.09500122070312,105.16200256347656,119.98600006103516,130.26300048828125,142.9409942626953,125.21800231933594,175.88299560546875,112.22200012207031,135.43699645996094,134.15699768066406,135.77000427246094,117.65899658203125,153.73899841308594,120.83300018310547,146.07000732421875,110.16500091552734,119.3219985961914,124.01200103759766,117.33699798583984
62,30.567,45.765,0.689124,139.76800537109375,120.03700256347656,135.48500061035156,114.29100036621094,110.2040023803711,113.56099700927734,127.40899658203125,135.49600219726562,113.61100006103516,157.57899475097656,104.63400268554688,137.67999267578125,128.82200622558594,135.75799560546875,115.12999725341797,144.49099731445312,109.08100128173828,138.50900268554688,101.24600219726562,107.17500305175781,111.48300170898438,109.5250015258789
63,32.458,35.876,0.849823,145.4669952392578,122.63700103759766,154.35800170898438,126.31700134277344,110.99500274658203,120.5009994506836,131.84500122070312,135.50799560546875,123.60199737548828,177.32899475097656,114.70800018310547,142.10499572753906,147.0290069580078,139.66400146484375,118.84600067138672,156.9739990234375,121.39700317382812,143.8520050048828,106.91699981689453,120.33000183105469,132.41400146484375,111.88200378417969
64,27.908,42.123,0.440912,120.74099731445312,95.49299621582031,104.63600158691406,94.10600280761719,86.41699981689453,89.49600219726562,102.74400329589844,101.48799896240234,96.40599822998047,130.1820068359375,86.88300323486328,100.86299896240234,100.66600036621094,98.28900146484375,93.7509994506836,131.0540008544922,84.04299926757812,102.50499725341797,80.72100067138672,88.91699981689453,96.61799621582031,87.82099914550781
65,30.123,38.654,0.467891,113.88999938964844,90.21700286865234,106.64900207519531,97.06099700927734,89.45099639892578,87.91000366210938,105.00599670410156,101.62799835205078,91.97100067138672,126.70500183105469,88.58799743652344,100.38899993896484,97.29900360107422,104.8759994506836,90.94000244140625,128.14999389648438,85.88700103759766,107.56999969482422,85.81900024414062,89.5270004272461,91.24600219726562,88.95500183105469
66,32.765,36.987,0.763245,139.37100219726562,123.36299896240234,152.22000122070312,126.8489990234375,104.85600280761719,121.31700134277344,128.19000244140625,130.77999877929688,118.92400360107422,176.46800231933594,107.83100128173828,134.8249969482422,141.83599853515625,133.1840057373047,122.74199676513672,152.0919952392578,117.60099792480469,141.2550048828125,109.06999969482422,109.18499755859375,123.25900268554688,109.06400299072266
67,29.467,44.123,0.642987,131.822998046875,115.05400085449219,133.56199645996094,120.40399932861328,103.4229965209961,111.70899963378906,126.7750015258789,120.69000244140625,117.95800018310547,152.3179931640625,109.39800262451172,121.19499969482422,126.96800231933594,130.5760040283203,113.03500366210938,143.343994140625,106.00299835205078,133.3719940185547,101.72200012207031,108.27999877929688,115.08200073242188,105.16400146484375
68,26.984,50.876,0.715432,149.4770050048828,118.8010025024414,152.3159942626953,121.56500244140625,112.01499938964844,122.14099884033203,125.68199920654297,136.83900451660156,125.09100341796875,168.031005859375,114.51799774169922,137.49400329589844,131.64100646972656,134.1020050048828,121.16699981689453,151.76499938964844,115.3949966430664,140.02099609375,109.18199920654297,115.0250015258789,114.61699676513672,113.57499694824219
69,29.765,41.987,0.445673,120.1969985961914,89.54499816894531,102.80599975585938,100.51200103759766,86.81300354003906,88.95899963378906,99.85199737548828,101.90899658203125,93.7249984741211,120.80000305175781,87.30599975585938,104.12300109863281,101.71800231933594,105.0459976196289,86.61399841308594,132.30799865722656,84.28900146484375,101.57599639892578,86.2699966430664,82.31199645996094,90.2959976196289,87.72899627685547
70,31.432,37.654,0.004214,68.12899780273438,50.4370002746582,50.04399871826172,52.2400016784668,53.42399978637695,51.77299880981445,55.220001220703125,51.75699996948242,57.16699981689453,65.03399658203125,56.39899826049805,54.209999084472656,49.37300109863281,55.88800048828125,55.0260009765625,75.56099700927734,47.582000732421875,46.12699890136719,42.45199966430664,49.09000015258789,52.314998626708984,44.9109992980957
